C,H,O,N,S,P,Se,Na,Cl,13C,m/z,H/C,O/C,KM,NKM,KMD,DBE,DBE-O,13Cratio,AImod,Sep-t0-1,Sep-t0-2,Sep-t0-3,Sep-t1-1,Sep-t1-2,Sep-t1-3,Sep-t1-UF-R,Sep-t1-UF-S,Oct-t0-1,Oct-t0-2,Oct-t0-3,Oct-t1-1,Oct-t1-2,Oct-t1-3,Oct-t1-UF-R,Oct-t1-UF-S,Dec-t0-1,Dec-t0-2,Dec-t0-3,Dec-t1-1,Dec-t1-2,Dec-t1-3,Dec-t1-UF-R,Dec-t1-UF-S,Feb-t0-1,Feb-t0-2,Feb-t0-3,Feb-t1-1,Feb-t1-2,Feb-t1-3,Feb-t1-UF-R,Feb-t1-UF-S,Oct-MQ-1,Oct-MQ-2,Oct-MQ-3,Jan-MQ-A,Jan-MQ-B,Jan-MQ-C,Mar-MQ-A,Mar-MQ-B,Mar-MQ-C,may-MQ-A,may-MQ-B,may-MQ-C,jul-MQ-A,jul-MQ-B,jul-MQ-C,PLFA-1,PLFA-3
15,20,7,2,0,0,0,0,0,0,339.119774,1.33333333,0.466666667,338.74111,339,0.258890469,5,-2,0.166835187,0.157894737,860.190903,0,766.280906,0,641.877907,639.1244,637.977214,507.272111,557.687709,578.141469,598.351188,582.220524,531.913335,602.186913,572.115268,555.590814,650.494126,619.779123,0,651.804765,645.08142,594.098279,614.248617,0,629.946774,613.089284,673.498526,652.101355,614.016075,0,0,631.233438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,5,0,0,0,0,0,0,0,339.123797,1,0.25,338.745128,339,0.254872161,11,6,0.222446916,0.485714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.77391,514.22655
17,24,7,0,0,0,0,0,0,0,339.144926,1.41176471,0.411764706,338.766233,339,0.233766554,6,-1,0.189079879,0.185185185,3303.9857,0,2537.12267,2687.29444,2698.6969,2599.2934,2671.38886,2690.20258,2649.11976,2685.83497,2723.35868,2603.80832,2638.72596,2591.85001,2675.0726,2707.65412,0,0,2920.23615,0,0,2898.93075,2851.3268,2836.74746,2697.61658,2852.55447,2617.6397,0,3053.40677,0,0,2933.69678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,28,4,0,1,0,0,0,0,0,339.163553,1.55555556,0.222222222,338.78484,339,0.215160153,5,1,0.200202224,0.133333333,0,0,0,437.336065,0,591.186838,569.610759,496.216909,173.07486,153.044161,196.014396,1030.36884,1141.81472,804.637937,668.36223,779.74838,0,0,79.7073267,934.267125,487.000345,568.901569,342.129268,0,304.641156,309.079269,213.409017,1455.36994,343.312209,436.561843,441.764648,0,0,3649.78523,2437.27576,0,2037.09771,0,3162.51553,0,0,1153.78629,1463.20294,2184.54212,6043.94899,9366.81799,6176.42432,0,0
18,28,6,0,0,0,0,0,0,0,339.181311,1.55555556,0.333333333,338.802578,339,0.197421782,5,-1,0.200202224,0.133333333,726.048853,719.253179,0,476.371975,479.579832,453.213687,486.246771,473.845022,591.288189,629.706826,632.190341,561.584799,618.972195,572.715127,587.093362,625.434234,675.474632,685.37181,663.576358,742.238471,709.640242,648.490135,643.132822,632.760677,611.735661,674.733816,588.941119,0,0,0,0,699.094949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2692.26164,4572.80915
15,32,6,0,1,0,0,0,0,0,339.184682,2.13333333,0.4,338.805945,339,0.194054546,0,-6,0.166835187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793.20936,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,32,3,0,1,0,0,0,0,0,339.199938,1.68421053,0.157894737,338.821185,339,0.178815381,4,1,0.21132457,0.0909090909,599.750066,798.152852,1713.77214,1947.78353,861.005189,3168.16574,2594.48149,5245.53754,2601.66265,1537.688,1003.15758,554.103876,769.553143,4551.46622,3897.6142,1668.99549,744.807281,7142.86613,2471.36817,617.191238,571.879237,754.987489,680.230229,1807.13362,2082.16219,879.981701,913.883028,1271.59527,790.886085,1072.4024,855.211915,992.430142,28041.9096,20847.5898,11906.7106,9400.69649,15933.7504,15420.1138,17759.424,15192.5839,21593.0515,18302.9804,27426.0546,30464.1172,9864.46975,12438.1884,8356.52388,3471.65345,7010.90113
19,32,5,0,0,0,0,0,0,0,339.217696,1.68421053,0.263157895,338.838923,339,0.16107701,4,-1,0.21132457,0.0909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512.668044,844.635658
14,15,9,1,0,0,0,0,0,0,340.067404,1.07142857,0.642857143,339.687682,340,0.312318401,7,-2,0.155712841,0.294117647,760.092531,974.212919,637.374336,0,0,755.465565,704.145616,494.334744,630.677102,652.992532,640.053882,650.057872,622.292392,690.034013,635.260997,610.608839,0,625.73481,0,0,0,0,634.681352,0,736.002468,0,0,645.067232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,19,8,1,0,0,0,0,0,0,340.103789,1.26666667,0.533333333,339.724026,340,0.275973629,6,-2,0.166835187,0.2,0,0,1025.96631,0,1100.6289,1088.76445,1083.18914,968.333637,965.105287,1010.09841,987.801037,1004.38052,955.666737,1029.32466,951.694553,973.138252,0,1064.4419,0,0,0,0,1052.50027,1056.98969,1066.47928,1093.99032,1171.74104,1085.13235,0,0,0,1073.59549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,23,7,1,0,0,0,0,0,0,340.140175,1.4375,0.4375,339.760371,340,0.239628858,5,-2,0.177957533,0.130434783,0,0,0,0,0,0,0,0,166.601617,164.162588,181.70981,165.601768,0,169.865491,175.591475,0,201.977649,180.956462,201.757597,190.081061,207.219124,202.365181,204.746985,207.914687,178.617405,164.097943,174.689625,183.253756,178.407206,196.815598,189.638427,186.267281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,10,0,0,0,0,0,0,0,341.05142,1,0.714285714,340.670598,341,0.329401562,8,-2,0.155712841,0.333333333,0,0,1068.67822,1498.25739,1379.0841,1493.21489,1441.51684,1132.5656,1296.55632,1348.38581,1307.90963,1327.54415,1294.02109,1391.69757,1276.87672,1250.06985,0,1170.47946,0,0,0,0,1160.02279,0,1338.72847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.081911
13,14,9,2,0,0,0,0,0,0,341.062653,1.07692308,0.692307692,340.681819,341,0.318180705,6,-3,0.144590495,0.230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.1774147,0,0,0,0,85.3175358,93.2327033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,18,9,0,0,0,0,0,0,0,341.087805,1.2,0.6,340.706943,341,0.29305679,7,-2,0.166835187,0.238095238,0,0,3797.94841,4994.34676,4782.43759,4734.15906,4847.49562,4545.7027,4314.51691,4550.10171,4381.38371,4463.60733,4397.3081,4492.24717,4416.4989,4412.67202,4712.14222,4509.38325,4638.52827,4764.26356,4755.37939,4515.67891,4381.17029,4434.02738,4550.05247,4594.28751,4857.81656,4569.01825,4641.94476,4958.08008,4937.46778,4460.0023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022.50718,0
14,18,8,2,0,0,0,0,0,0,341.099038,1.28571429,0.571428571,340.718164,341,0.281835933,5,-3,0.155712841,0.125,775.921558,929.197877,680.550427,678.09979,598.972638,649.269463,655.702024,424.184883,610.961194,615.143929,616.948217,620.11102,593.312387,657.10476,594.08599,596.890046,649.364151,626.073043,678.84128,657.03493,659.340815,646.94431,630.363554,627.897204,700.263535,658.538527,754.089801,638.481619,625.660241,687.975094,699.83622,674.531601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.182338
19,18,6,0,0,0,0,0,0,0,341.103061,0.947368421,0.315789474,340.722182,341,0.277817625,11,5,0.21132457,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.683745,0
16,22,8,0,0,0,0,0,0,0,341.12419,1.375,0.5,340.743288,341,0.256712018,6,-2,0.177957533,0.166666667,0,0,4162.27286,4520.50797,4371.27468,4127.4346,4275.55317,4301.12032,4067.23294,4169.57968,4130.3327,4141.29824,4056.52496,4090.2848,4103.24655,4190.95004,4676.90655,4450.42864,4509.80265,4709.26562,4793.68323,4383.32054,4394.41746,4459.2872,4252.09106,4315.01059,4320.31183,4628.06168,4745.32722,5033.22624,4948.85696,4526.93073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,22,7,2,0,0,0,0,0,0,341.135424,1.46666667,0.466666667,340.754509,341,0.245491162,4,-3,0.166835187,0.0526315789,0,0,0,0,0,0,0,0,129.089815,0,133.071836,141.277127,0,0,0,0,156.712429,152.888404,160.47255,160.454547,0,138.161125,147.110553,139.23768,143.030229,136.935122,152.737721,154.930778,0,146.101381,169.954049,151.528635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,22,5,0,0,0,0,0,0,0,341.139446,1.1,0.25,340.758527,341,0.241472854,10,5,0.222446916,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.713797,495.135262
17,26,5,0,1,0,0,0,0,0,341.142817,1.52941176,0.294117647,340.761894,341,0.238105618,5,0,0.189079879,0.111111111,0,0,0,0,0,0,266.464367,254.166497,0,0,0,270.167532,381.524324,160.87801,417.180864,492.01849,0,0,0,313.527946,0,150.333494,118.60874,142.809069,0,115.865133,0,476.420862,0,0,0,122.800791,0,0,2442.69168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,26,7,0,0,0,0,0,0,0,341.160576,1.52941176,0.411764706,340.779633,341,0.220367247,5,-2,0.189079879,0.111111111,1461.76235,1524.77329,1150.94104,978.006509,947.651882,902.036219,946.49382,949.826366,1057.01216,1079.90239,1076.00158,1035.84933,1053.6294,1038.8882,1065.12369,1073.58359,1202.97191,1166.95858,1173.07954,1298.23994,1244.23069,1206.30935,1171.38225,1156.62654,1073.88331,1118.98609,1058.26735,1200.5036,1236.92795,0,0,1224.36194,0,1857.39386,0,2182.06846,1826.64726,0,0,0,0,1397.57329,2203.57575,2023.13048,0,0,3289.18617,2311.13611,0
16,26,6,2,0,0,0,0,0,0,341.171809,1.625,0.375,340.790854,341,0.20914639,3,-3,0.177957533,0,844.648912,867.081905,1343.10764,406.080836,664.841082,443.679756,492.376245,424.46996,472.154016,588.347347,544.09725,398.00927,472.233279,499.749873,553.919148,497.040203,769.887436,584.63226,634.837962,650.043558,775.581015,460.614956,506.2072,414.646335,348.675202,336.665174,472.039884,546.131342,675.040972,583.547435,654.584847,531.652601,17270.3643,15437.1364,9993.78085,11690.9336,17304.4868,16687.366,18196.4476,14567.551,20364.3286,15555.7479,18447.4975,21589.5239,28271.897,30800.8302,25225.9588,3439.64872,4535.82504
18,30,4,0,1,0,0,0,0,0,341.179203,1.66666667,0.222222222,340.798239,341,0.201760846,4,0,0.200202224,0.0666666667,0,0,0,443.292692,380.795258,600.823208,1567.60358,1576.05984,153.397152,148.493646,163.960747,521.70254,494.580638,461.939674,0,1486.80562,128.939076,95.0401826,108.268352,712.9759,414.287963,558.098637,518.465472,0,488.781485,411.433144,321.948925,877.136835,359.421709,489.996414,444.252296,0,0,3515.33939,10179.6179,1305.78555,1862.10933,0,2719.64484,0,0,2210.73286,2134.02218,3309.02182,11187.6142,14078.5902,12190.6506,0,0
18,30,6,0,0,0,0,0,0,0,341.196961,1.66666667,0.333333333,340.815978,341,0.184022475,4,-2,0.200202224,0.0666666667,394.866556,337.193879,317.478072,0,0,0,0,0,136.378839,0,0,141.670198,0,0,0,0,163.345139,0,153.099144,201.561644,170.050588,0,145.529724,140.009832,135.112852,0,0,0,0,0,0,174.562962,0,0,1988.64964,0,0,0,0,0,0,0,0,0,0,0,0,2874.41315,4999.15898
19,34,5,0,0,0,0,0,0,0,341.233347,1.78947368,0.263157895,340.852322,341,0.147677703,3,-2,0.21132457,0.0303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2057.56303,0,0,0,0,0,0,0,0,0,0,0,0,370.168549,501.215589
14,17,9,1,0,0,0,0,0,0,342.083054,1.21428571,0.642857143,341.701081,342,0.298919094,6,-3,0.155712841,0.176470588,1030.96309,1315.3547,830.207994,0,939.467572,1027.12451,992.115547,767.261764,939.037208,970.123273,934.547373,969.381764,929.363712,1031.73369,936.194799,941.113814,991.96801,971.886765,0,1045.01949,1020.88875,1036.47687,963.756254,0,1138.51486,0,0,1004.44413,1009.01954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.365562,456.32505
15,21,8,1,0,0,0,0,0,0,342.119439,1.4,0.533333333,341.737426,342,0.262574322,5,-3,0.166835187,0.1,0,0,495.583996,523.019014,471.846827,446.255639,484.634937,412.631968,432.974604,442.7401,472.126375,436.617398,434.934032,466.208667,439.131217,465.078514,520.690687,492.077521,0,536.708019,0,510.470874,487.979395,508.958763,484.267497,472.557314,522.18179,530.529136,500.533064,0,0,508.532253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,12,11,0,0,0,0,0,0,0,343.030684,0.923076923,0.846153846,342.647653,343,0.352347026,8,-3,0.144590495,0.333333333,252.185282,322.792655,0,283.004504,250.425283,256.834388,261.874492,0,222.734071,232.26594,227.463726,231.517774,206.052185,246.974187,202.261138,207.978365,159.653595,158.504862,176.07918,166.361214,178.710653,174.497461,167.010618,187.04821,200.029536,0,223.398467,145.019122,0,0,0,161.000964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,16,8,0,1,0,0,0,0,0,343.049311,1.14285714,0.571428571,342.666259,343,0.333740626,7,-1,0.155712841,0.222222222,0,0,0,0,0,0,0,0,115.425813,0,120.290426,141.280518,0,0,0,0,130.255788,130.631862,122.227905,0,0,0,115.033788,127.201014,134.86689,145.370268,157.053752,0,0,0,0,134.647785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,16,10,0,0,0,0,0,0,0,343.06707,1.14285714,0.714285714,342.683998,343,0.316002255,7,-3,0.155712841,0.222222222,2472.55775,0,1945.96412,2532.89976,2429.14332,2562.34554,2505.20588,2124.60912,2333.88243,2420.94976,2323.80653,2413.44162,2349.20509,2494.33119,2374.02919,2353.50716,2393.28272,2315.22574,0,2445.47551,2430.9829,2398.45016,2263.88251,2306.07389,2591.18841,2518.13693,2789.14548,2334.81554,2356.83048,0,0,2321.78712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.91619,637.72115
13,16,9,2,0,0,0,0,0,0,343.078303,1.23076923,0.692307692,342.695219,343,0.304781398,5,-4,0.144590495,0.0769230769,0,0,0,0,0,0,0,0,119.503219,0,121.136888,0,0,0,0,0,124.197252,117.397476,129.760187,0,0,0,118.522316,124.522061,142.419992,125.163511,143.399828,0,0,0,0,131.937877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,16,7,0,0,0,0,0,0,0,343.082326,0.888888889,0.388888889,342.699237,343,0.30076309,11,4,0.200202224,0.517241379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.2590728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,20,9,0,0,0,0,0,0,0,343.103455,1.33333333,0.6,342.720343,343,0.279657483,6,-3,0.166835187,0.142857143,0,0,3472.04368,4179.34329,3986.82063,4002.02607,4029.07825,3861.57349,3859.47249,3995.27162,3873.78851,3992.69476,3936.28083,4071.58851,4006.48014,3928.36164,4403.04992,4153.0896,4314.05164,4456.02056,4384.71,4167.7074,4054.45905,4101.87469,4102.82712,4198.58015,4444.77156,4328.43544,4418.26466,4692.53384,4683.32513,4251.07029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620.78294,0
14,20,8,2,0,0,0,0,0,0,343.114688,1.42857143,0.571428571,342.731563,343,0.268436626,4,-4,0.155712841,0,233.64793,0,0,0,0,0,0,0,183.167215,186.231843,182.584629,190.276461,184.7597,193.371191,179.634938,175.845135,193.83779,188.988775,213.469645,203.406693,205.468718,201.492088,191.808078,192.975302,220.717822,195.569013,216.827906,196.746007,193.530162,214.028861,221.374204,207.539077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,20,6,0,0,0,0,0,0,0,343.118711,1.05263158,0.315789474,342.735582,343,0.264418318,10,4,0.21132457,0.4375,224.494918,0,0,0,0,0,0,0,163.496389,175.525377,169.343526,157.283336,0,0,0,175.474512,184.718809,169.118446,176.334371,0,0,0,0,0,159.150021,169.858091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455.097122,0
16,24,8,0,0,0,0,0,0,0,343.13984,1.5,0.5,342.756687,343,0.243312711,5,-3,0.177957533,0.0833333333,2508.86867,0,1981.16315,1720.30032,1589.99768,1493.15988,1565.77337,1533.35713,1619.96887,1663.33011,1674.13958,1629.6982,1544.60606,1669.68065,1625.65686,1632.29273,1849.18537,1804.04482,1834.31434,1924.86753,1893.72809,1818.99159,1800.21149,1791.37969,1657.09911,1742.5312,1730.49133,1905.50556,1837.44194,2071.62712,1986.25126,1818.5277,0,0,0,1396.95188,0,0,1775.30619,0,1864.22891,1628.46368,1960.89663,2200.781,0,0,0,2155.08496,0
20,24,5,0,0,0,0,0,0,0,343.155097,1.2,0.25,342.771926,343,0.228073546,9,4,0.222446916,0.371428571,217.859676,0,0,0,0,0,0,0,170.964334,189.496829,182.475995,168.743907,185.247905,164.59675,0,180.728037,201.941823,182.035678,186.580897,213.929387,208.129168,168.102716,178.128289,164.063033,172.123941,197.427853,166.031046,193.553706,204.505997,216.532276,194.636511,206.616074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.436788,791.762582
17,28,7,0,0,0,0,0,0,0,343.176226,1.64705882,0.411764706,342.793032,343,0.206967939,4,-3,0.189079879,0.037037037,682.997051,563.185147,538.030396,0,0,0,0,0,212.39923,229.727728,234.875911,218.706471,222.240386,212.24735,206.679443,215.802577,244.626821,234.213158,247.142355,275.630874,260.326082,221.433515,223.597179,213.327329,204.397753,214.002464,210.439853,0,245.784558,261.431612,263.798948,232.107969,0,0,0,1631.87674,0,0,0,0,0,0,1493.10149,1599.889,0,0,0,1222.86887,2125.04872
16,28,6,2,0,0,0,0,0,0,343.187459,1.75,0.375,342.804253,343,0.195747083,2,-4,0.177957533,0,447.739437,461.678528,692.18724,0,348.382942,244.778466,254.744581,220.388898,246.112389,312.223734,298.534972,215.857242,253.339914,268.614612,295.022825,268.225328,426.177875,331.501047,351.511376,363.04993,430.448924,260.318323,274.297832,224.15645,185.054189,180.753689,248.19395,301.864737,364.008001,321.459779,363.211417,286.634361,9716.35821,8693.99597,5639.04888,6577.16433,9861.33761,9445.72023,10333.6604,8249.60211,11596.8951,8821.64631,10598.0854,12520.9496,16373.1446,17956.0724,14841.59,1910.10542,2544.7876
18,32,6,0,0,0,0,0,0,0,343.212611,1.77777778,0.333333333,342.829377,343,0.170623168,3,-3,0.200202224,0,331.517603,295.108358,343.816874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.175142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2981.29322,1539.76119,0,0,0,0,0,0,1538.28399,1580.59857,0,0,0,1007.93085,1545.62364
19,36,5,0,0,0,0,0,0,0,343.248996,1.89473684,0.263157895,342.865722,343,0.134278396,2,-3,0.21132457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1819.37889,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,15,10,1,0,0,0,0,0,0,344.062319,1.15384615,0.769230769,343.678135,344,0.321864559,6,-4,0.144590495,0.142857143,0,0,0,0,0,0,0,0,141.708885,133.945078,128.222988,135.150681,0,0,0,0,118.947096,117.283945,141.631678,0,0,0,126.069974,126.928684,162.511137,0,172.401993,0,0,0,0,136.327867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,19,9,1,0,0,0,0,0,0,344.098704,1.35714286,0.642857143,343.71448,344,0.285519787,5,-4,0.155712841,0.0588235294,447.809395,541.413951,346.519492,397.503927,346.658657,393.02937,399.689403,309.570463,405.45148,415.078464,402.824816,403.595287,383.684066,439.589886,398.440194,382.852504,444.344924,424.406768,0,461.266432,445.16277,445.612441,411.609132,0,473.432615,449.062806,522.698799,445.2157,438.736168,0,0,439.96972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.79221
16,10,9,0,0,0,0,0,0,0,345.025205,0.625,0.5625,344.639947,345,0.360053326,12,3,0.177957533,0.652173913,0,0,0,0,0,0,0,0,126.450096,147.5976,137.343136,140.8109,164.546961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,14,9,0,1,0,0,0,0,0,345.028576,1.07692308,0.692307692,344.643314,345,0.35668609,7,-2,0.144590495,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.2773921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,14,11,0,0,0,0,0,0,0,345.046334,1.07692308,0.846153846,344.661052,345,0.338947719,7,-4,0.144590495,0.2,429.668342,567.982441,371.523155,453.449676,371.352132,474.687155,439.728921,280.505704,405.531313,426.37756,406.278924,426.950678,400.55116,459.747907,393.730719,385.589297,336.255539,345.394335,385.444186,363.293772,361.393275,364.492852,367.302857,369.186737,442.965477,0,491.248226,319.498031,325.867326,358.002831,371.156684,351.873311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,14,8,0,0,0,0,0,0,0,345.06159,0.823529412,0.470588235,344.676291,345,0.323708554,11,3,0.189079879,0.538461538,0,0,0,0,0,0,0,208.919318,182.206303,181.059764,183.407111,0,188.269625,195.681207,185.858426,198.099784,0,156.368772,145.014317,148.946073,0,145.250039,151.427165,157.00842,126.702107,144.56776,133.304926,156.250464,0,140.935961,0,151.191875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,18,8,0,1,0,0,0,0,0,345.064961,1.28571429,0.571428571,344.679659,345,0.320341318,6,-2,0.155712841,0.111111111,0,0,0,275.611851,267.276081,278.405022,293.2392,295.407057,290.056685,318.530361,288.387652,312.549127,319.92175,335.695141,326.692669,319.673098,321.054131,319.291325,293.563982,326.078865,310.860771,312.604244,285.490024,284.339371,318.218185,338.042512,356.759297,286.147111,307.127814,329.743538,317.330612,299.459041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,18,10,0,0,0,0,0,0,0,345.082719,1.28571429,0.714285714,344.697397,345,0.302602947,6,-4,0.155712841,0.111111111,1928.47854,0,1461.21838,1909.0122,1792.88246,1949.87597,1978.74243,1707.27118,1955.60018,1975.43002,1906.44007,2021.25742,1934.13001,2029.89666,1997.33123,1957.8691,2073.11976,2021.14011,0,2139.73063,2098.90345,2033.00114,1946.43143,1980.86928,2225.66515,2123.62654,2421.35778,2061.58461,2092.4449,0,0,2038.83664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382.027662,782.2694
18,18,7,0,0,0,0,0,0,0,345.097976,1,0.388888889,344.712636,345,0.287363783,10,3,0.200202224,0.448275862,419.798954,0,325.369632,390.390577,378.316187,343.437289,360.514731,364.785705,301.30811,306.994938,303.490111,300.31141,320.368722,293.300409,0,295.792227,0,0,300.198075,0,0,0,0,287.424368,285.730965,316.39622,254.950016,0,0,0,0,303.372655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422.349121,0
15,22,7,0,1,0,0,0,0,0,345.101347,1.46666667,0.466666667,344.716003,345,0.283996547,5,-2,0.166835187,0.0476190476,0,0,0,305.423693,327.059747,331.190485,353.112247,368.585646,425.959161,476.427993,447.190769,480.746594,486.977882,467.285441,480.809491,466.857891,0,398.753558,394.527686,0,0,0,377.723324,403.220131,414.115269,421.476901,457.588575,392.559918,414.038399,0,0,380.929575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,22,9,0,0,0,0,0,0,0,345.119105,1.46666667,0.6,344.733742,345,0.266258176,5,-4,0.166835187,0.0476190476,0,0,1476.00084,1458.2851,1412.12131,1401.08976,1469.65512,1331.04369,1474.78162,1514.13106,1464.45936,1507.52232,1437.83849,1523.31844,1516.30857,1503.72319,1715.73837,1639.09686,1639.14366,1743.93662,1692.90913,1603.67913,1586.37108,1609.017,1582.16195,1579.44584,1698.29083,1681.88825,1706.98944,1821.49654,1843.03533,1658.15961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.778282,0
19,22,6,0,0,0,0,0,0,0,345.134361,1.15789474,0.315789474,344.748981,345,0.251019011,9,3,0.21132457,0.375,695.782603,760.133545,479.236357,518.420138,554.194969,520.751568,536.957332,566.546043,492.553274,519.040434,522.430482,477.40587,494.00642,482.392454,504.669669,511.210601,553.126427,537.949832,535.084428,574.13405,591.277101,0,0,497.82431,503.069318,553.079611,453.023941,0,576.145867,0,0,553.324454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377.06754,0
16,26,6,0,1,0,0,0,0,0,345.137732,1.625,0.375,344.752348,345,0.247651775,4,-2,0.177957533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332.519325
16,26,8,0,0,0,0,0,0,0,345.15549,1.625,0.5,344.770087,345,0.229913404,4,-4,0.177957533,0,1029.4269,946.754296,836.559921,337.306554,304.406358,266.032818,280.775016,272.579784,304.435905,329.301796,324.165216,319.382927,308.03448,299.58274,306.866275,297.77223,355.356898,345.370533,356.375624,392.738207,367.622446,333.714889,343.68781,329.814034,276.333903,293.263888,303.309349,380.898634,346.876075,388.134077,372.183321,354.101776,0,1926.90355,0,1908.37545,1711.6428,1725.25352,1885.21345,1528.90827,2056.04029,1565.68774,2049.78968,2558.38977,0,0,1929.10754,914.753473,1457.04634
20,26,5,0,0,0,0,0,0,0,345.170746,1.3,0.25,344.785326,345,0.214674239,8,3,0.222446916,0.314285714,382.252786,387.477231,0,280.391823,272.53392,281.892867,282.647788,295.739689,376.755128,401.448539,408.03243,345.726884,382.974892,347.853431,355.630179,373.486389,407.165487,384.019681,394.174476,425.108769,414.629955,363.807155,362.651538,340.718803,355.107745,410.653153,316.667749,392.698745,413.486324,450.692498,430.105406,401.872521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759.245038,1344.02866
17,30,7,0,0,0,0,0,0,0,345.191876,1.76470588,0.411764706,344.806431,345,0.193568632,3,-4,0.189079879,0,256.923099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.926865,516.399886
